Date,Open,High,Low,Close,Adj Close,Volume,Stock,Country
2019-12-31,60000.0,59989.0,59280.0,59737.0,46571.578125,90756.0,BTI.JO,AFE
2020-12-31,55000.0,55041.0,54380.0,54545.0,43430.56640625,170077.0,BTI.JO,AFE
2010-12-31,42849.0,42850.0,42401.0,42450.0,13037.9931640625,51452.0,KIO.JO,AFE
2011-12-31,51141.0,51141.0,49906.0,50000.0,16840.974609375,106772.0,KIO.JO,AFE
2012-12-31,56501.0,56888.0,55500.0,56888.0,20688.595703125,91821.0,KIO.JO,AFE
2013-12-31,43600.0,44345.0,43000.0,44345.0,17275.65625,36465.0,KIO.JO,AFE
2014-12-31,24076.0,24100.0,23712.0,23990.0,10251.830078125,26906.0,KIO.JO,AFE
2015-12-31,3800.0,4120.0,3800.0,4120.0,1830.3277587890625,267515.0,KIO.JO,AFE
2016-12-31,15993.0,15993.0,15813.0,15900.0,7063.64453125,106867.0,KIO.JO,AFE
2017-12-31,37600.0,38280.0,37311.0,37815.0,18286.830078125,5071.0,KIO.JO,AFE
2018-12-31,27195.0,28375.0,27195.0,28305.0,15049.9267578125,73191.0,KIO.JO,AFE
2019-12-31,42473.0,42587.0,41515.0,41705.0,24813.798828125,64965.0,KIO.JO,AFE
2020-12-31,62500.0,63591.0,62012.0,62281.0,40733.984375,57296.0,KIO.JO,AFE
2016-12-31,51.54999923706055,51.54999923706055,51.54999923706055,51.54999923706055,51.504005432128906,0.0,HWM.BA,ARG
2017-12-31,71.25,71.25,71.25,71.25,71.19584655761719,0.0,HWM.BA,ARG
2018-12-31,143.0,143.0,143.0,143.0,142.94558715820312,0.0,HWM.BA,ARG
2019-12-31,1961.5,1961.5,1961.5,1961.5,1961.0040283203125,0.0,HWM.BA,ARG
2020-12-31,1470.0,1470.0,1470.0,1470.0,1469.6396484375,0.0,HWM.BA,ARG
2010-12-31,24.5,24.5,24.5,24.5,24.191513061523438,0.0,ORCL.BA,ARG
2011-12-31,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,45.595306396484375,0.0,ORCL.BA,ARG
2012-12-31,46.04999923706055,46.04999923706055,46.04999923706055,46.04999923706055,45.694454193115234,0.0,ORCL.BA,ARG
2013-12-31,106.19999694824219,106.19999694824219,106.19999694824219,106.19999694824219,105.47291564941406,0.0,ORCL.BA,ARG
2014-12-31,173.89999389648438,173.89999389648438,173.89999389648438,173.89999389648438,172.9402618408203,0.0,ORCL.BA,ARG
2015-12-31,185.4499969482422,185.4499969482422,185.4499969482422,185.4499969482422,184.6317596435547,0.0,ORCL.BA,ARG
2016-12-31,190.0,190.0,190.0,190.0,189.37686157226562,0.0,ORCL.BA,ARG
2017-12-31,239.0,239.0,239.0,239.0,238.48471069335938,0.0,ORCL.BA,ARG
2018-12-31,239.0,239.0,239.0,239.0,238.67440795898438,0.0,ORCL.BA,ARG
2019-12-31,1318.5,1318.5,1318.5,1318.5,1318.0223388671875,6.0,ORCL.BA,ARG
2020-12-31,3075.0,3102.0,3073.5,3074.0,3073.438232421875,108.0,ORCL.BA,ARG
2010-12-31,88.05000305175781,88.05000305175781,88.05000305175781,88.05000305175781,81.70613861083984,0.0,SHEL.BA,ARG
2011-12-31,88.05000305175781,88.05000305175781,88.05000305175781,88.05000305175781,83.28387451171875,0.0,SHEL.BA,ARG
2012-12-31,88.05000305175781,88.05000305175781,88.05000305175781,88.05000305175781,84.921142578125,0.0,SHEL.BA,ARG
2013-12-31,326.45001220703125,326.45001220703125,326.45001220703125,326.45001220703125,317.7901916503906,0.0,SHEL.BA,ARG
2014-12-31,326.45001220703125,326.45001220703125,326.45001220703125,326.45001220703125,319.55194091796875,0.0,SHEL.BA,ARG
2015-12-31,382.95001220703125,382.95001220703125,382.95001220703125,382.95001220703125,376.7841796875,0.0,SHEL.BA,ARG
2016-12-31,370.0,370.0,370.0,370.0,365.864501953125,0.0,SHEL.BA,ARG
2017-12-31,370.0,370.0,370.0,370.0,367.72943115234375,0.0,SHEL.BA,ARG
2018-12-31,916.0,916.0,916.0,916.0,913.6331787109375,0.0,SHEL.BA,ARG
2019-12-31,2250.0,2250.0,2220.0,2220.0,2218.003173828125,200.0,SHEL.BA,ARG
2020-12-31,2530.0,2633.0,2530.0,2600.0,2598.808837890625,30.0,SHEL.BA,ARG
2010-12-31,110.4000015258789,110.4000015258789,110.4000015258789,110.4000015258789,107.27877044677734,0.0,HMC.BA,ARG
2011-12-31,110.4000015258789,110.4000015258789,110.4000015258789,110.4000015258789,108.1728744506836,0.0,HMC.BA,ARG
2012-12-31,110.4000015258789,110.4000015258789,110.4000015258789,110.4000015258789,108.82017517089844,0.0,HMC.BA,ARG
2013-12-31,375.70001220703125,375.70001220703125,375.70001220703125,375.70001220703125,371.8632507324219,0.0,HMC.BA,ARG
2014-12-31,357.75,357.75,357.75,357.75,354.8248291015625,0.0,HMC.BA,ARG
2015-12-31,477.5,477.5,477.5,477.5,474.49554443359375,0.0,HMC.BA,ARG
2016-12-31,435.0,435.0,435.0,435.0,433.1131896972656,0.0,HMC.BA,ARG
2017-12-31,570.0,570.0,570.0,570.0,568.5265502929688,0.0,HMC.BA,ARG
2018-12-31,850.0,850.0,850.0,850.0,848.6211547851562,0.0,HMC.BA,ARG
2019-12-31,2080.0,2080.0,2080.0,2080.0,2078.4150390625,0.0,HMC.BA,ARG
2020-12-31,3970.0,3970.0,3922.0,3946.0,3944.3994140625,18.0,HMC.BA,ARG
2019-12-31,1016.0,1016.0,1016.0,1016.0,1015.7111206054688,0.0,GS.BA,ARG
2020-12-31,2868.0,2875.0,2850.0,2875.0,2874.318115234375,618.0,GS.BA,ARG
2010-12-31,50.29999923706055,50.29999923706055,50.29999923706055,50.29999923706055,48.30879211425781,0.0,CL.BA,ARG
2011-12-31,50.29999923706055,50.29999923706055,50.29999923706055,50.29999923706055,48.79630661010742,0.0,CL.BA,ARG
2012-12-31,50.29999923706055,50.29999923706055,50.29999923706055,50.29999923706055,49.325897216796875,0.0,CL.BA,ARG
2013-12-31,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,199.92947387695312,0.0,CL.BA,ARG
2014-12-31,202.10000610351562,202.10000610351562,202.10000610351562,202.10000610351562,200.39846801757812,0.0,CL.BA,ARG
2015-12-31,309.25,309.25,309.25,309.25,307.33935546875,0.0,CL.BA,ARG
2016-12-31,340.0,340.0,340.0,340.0,338.43878173828125,0.0,CL.BA,ARG
2017-12-31,340.0,340.0,340.0,340.0,338.9668884277344,0.0,CL.BA,ARG
2018-12-31,340.0,340.0,340.0,340.0,339.51904296875,0.0,CL.BA,ARG
2019-12-31,1655.5,1655.5,1655.5,1655.5,1654.7021484375,0.0,CL.BA,ARG
2020-12-31,4076.5,4098.5,4076.5,4096.0,4094.956298828125,150.0,CL.BA,ARG
2010-12-31,8.329999923706055,8.329999923706055,8.329999923706055,8.329999923706055,8.053533554077148,0.0,AMAT.BA,ARG
2011-12-31,8.329999923706055,8.329999923706055,8.329999923706055,8.329999923706055,8.107765197753906,0.0,AMAT.BA,ARG
2012-12-31,8.329999923706055,8.329999923706055,8.329999923706055,8.329999923706055,8.170218467712402,0.0,AMAT.BA,ARG
2013-12-31,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,25.257917404174805,0.0,AMAT.BA,ARG
2014-12-31,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,25.33684730529785,0.0,AMAT.BA,ARG
2015-12-31,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,25.416025161743164,0.0,AMAT.BA,ARG
2016-12-31,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,25.495452880859375,0.0,AMAT.BA,ARG
2017-12-31,25.649999618530273,25.649999618530273,25.649999618530273,25.649999618530273,25.57513427734375,0.0,AMAT.BA,ARG
2018-12-31,269.0,269.0,269.0,269.0,268.7137145996094,0.0,AMAT.BA,ARG
2019-12-31,269.0,269.0,269.0,269.0,268.83758544921875,0.0,AMAT.BA,ARG
2020-12-31,1800.0,1800.0,1800.0,1800.0,1799.8265380859375,0.0,AMAT.BA,ARG
2010-12-31,36.790000915527344,36.79999923706055,36.099998474121094,36.290000915527344,29.532215118408203,933449.0,CSL.AX,AUS
2011-12-31,32.290000915527344,32.34000015258789,31.950000762939453,32.0,26.74366569519043,624068.0,CSL.AX,AUS
